district,date,disease,disease_group,disease_communicable,n_cases
Siha,2017-05-01,Snake and Insect Bites,Other Non-Communicable Diseases,NCD,6
Siha,2017-05-01,Substance Abuse,Other Non-Communicable Diseases,NCD,0
Siha,2017-05-01,Trypanosomiasis,Other vector borne diseases,CD,NA
Siha,2017-05-01,Tuberculosis,Respiratory Infection,CD,24
Siha,2017-05-01,Typhoid,Other Communicable Diseases/Gastrointestinal infections,CD,34
Siha,2017-05-01,Upper Respiratory Infections,Respiratory Infection,CD,3206
Siha,2017-05-01,Urinary Tract Infections,Other Communicable Diseases,CD,924
Siha,2017-05-01,Viral Haemorrhagic Fevers,Other vector borne diseases,CD,NA
Siha,2017-05-01,Yellow Fever,Other vector borne diseases,CD,NA
Siha,2017-06-01,Acute Flaccid Paralysis,Neurological Disorders,Both,0
Siha,2017-06-01,Bronchial Asthma,Respiratory Disease,NCD,172
Siha,2017-06-01,Caries,Other Non-Communicable Diseases,NCD,44
Siha,2017-06-01,Cholera,Diarrheal disease/Gastrointesntinal infections,CD,NA
Siha,2017-06-01,Diabetes Mellitus,Diabetes Mellitus,NCD,128
Siha,2017-06-01,Diarrhea With No Dehydration,Diarrheal disease/Gastrointesntinal infections,Both,538
Siha,2017-06-01,Diarrhea With Severe Dehydration,Diarrheal disease/Gastrointesntinal infections,CD,12
Siha,2017-06-01,Dysentery,Diarrheal disease/Gastrointesntinal infections,CD,48
Siha,2017-06-01,Epilepsy,Neurological Disorders,NCD,174
Siha,2017-06-01,Fractures,Trauma and Injuries,NCD,86
Siha,2017-06-01,Gynecological Diseases,Gynecological Diseases,NCD,88
Siha,2017-06-01,Hypertension,Cardiovascular Disease,NCD,550
Siha,2017-06-01,Infectious Eye Disease,Other Communicable Diseases,CD,156
Siha,2017-06-01,Influenza,Respiratory Infection,CD,NA
Siha,2017-06-01,Intestinal Worms,Other Communicable Diseases/Gastrointestinal infections,CD,876
Siha,2017-06-01,Kwashiorkor,Malnutrition,NCD,0
Siha,2017-06-01,Leprosy,Other Communicable Diseases,CD,0
Siha,2017-06-01,Malaria,Vector borne infection,CD,40
Siha,2017-06-01,Marasmic Kwashiorkor,Malnutrition,NCD,0
Siha,2017-06-01,Marasmus,Malnutrition,NCD,0
Siha,2017-06-01,Measles,Other Communicable Diseases,CD,0
Siha,2017-06-01,Meningitis,Neurological Disorders,Both,NA
Siha,2017-06-01,Mild/Moderate Anemia,Cardiovascular Disease,NCD,168
Siha,2017-06-01,Moderate Malnutrition,Malnutrition,NCD,26
Siha,2017-06-01,Neoplasms/Cancer,Cancer,NCD,4
Siha,2017-06-01,Neuroses,Neurological Disorders,NCD,6
Siha,2017-06-01,"Nutritional Disorders, Other",Malnutrition,NCD,58
Siha,2017-06-01,Other Cardiovascular Diseases,Cardiovascular Disease,NCD,58
Siha,2017-06-01,Peptic Ulcers,Other Non-Communicable Diseases,NCD,340
Siha,2017-06-01,"Pneumonia, Severe",Respiratory Infection,CD,284
Siha,2017-06-01,Poisoning,Other Non-Communicable Diseases,NCD,6
Siha,2017-06-01,Psychoses,Neurological Disorders,NCD,14
Siha,2017-06-01,Rabies,Other Communicable Diseases,CD,NA
Siha,2017-06-01,Relapsing Fever (Louse Borne Typhus),Other vector borne diseases,CD,NA
Siha,2017-06-01,Road Traffic Accidents,Trauma and Injuries,NCD,52
Siha,2017-06-01,Schistosomiasis,Neglected Tropical Disease (NTD),CD,0
Siha,2017-06-01,Skin Infection - Fungal,Skin infection,CD,179
Siha,2017-06-01,Snake and Insect Bites,Other Non-Communicable Diseases,NCD,6
Siha,2017-06-01,Substance Abuse,Other Non-Communicable Diseases,NCD,4
Siha,2017-06-01,Trypanosomiasis,Other vector borne diseases,CD,NA
Siha,2017-06-01,Tuberculosis,Respiratory Infection,CD,16
Siha,2017-06-01,Typhoid,Other Communicable Diseases/Gastrointestinal infections,CD,0
Siha,2017-06-01,Upper Respiratory Infections,Respiratory Infection,CD,3998
Siha,2017-06-01,Urinary Tract Infections,Other Communicable Diseases,CD,2050
Siha,2017-06-01,Viral Haemorrhagic Fevers,Other vector borne diseases,CD,NA
Siha,2017-06-01,Yellow Fever,Other vector borne diseases,CD,NA
Siha,2017-07-01,Acute Flaccid Paralysis,Neurological Disorders,Both,0
Siha,2017-07-01,Bronchial Asthma,Respiratory Disease,NCD,176
Siha,2017-07-01,Caries,Other Non-Communicable Diseases,NCD,82
Siha,2017-07-01,Cholera,Diarrheal disease/Gastrointesntinal infections,CD,NA
Siha,2017-07-01,Diabetes Mellitus,Diabetes Mellitus,NCD,320
Siha,2017-07-01,Diarrhea With No Dehydration,Diarrheal disease/Gastrointesntinal infections,Both,570
Siha,2017-07-01,Diarrhea With Severe Dehydration,Diarrheal disease/Gastrointesntinal infections,CD,64
Siha,2017-07-01,Dysentery,Diarrheal disease/Gastrointesntinal infections,CD,6
Siha,2017-07-01,Epilepsy,Neurological Disorders,NCD,244
Siha,2017-07-01,Fractures,Trauma and Injuries,NCD,122
Siha,2017-07-01,Gynecological Diseases,Gynecological Diseases,NCD,130
Siha,2017-07-01,Hypertension,Cardiovascular Disease,NCD,702
Siha,2017-07-01,Infectious Eye Disease,Other Communicable Diseases,CD,224
Siha,2017-07-01,Influenza,Respiratory Infection,CD,NA
Siha,2017-07-01,Intestinal Worms,Other Communicable Diseases/Gastrointestinal infections,CD,900
Siha,2017-07-01,Kwashiorkor,Malnutrition,NCD,0
Siha,2017-07-01,Leprosy,Other Communicable Diseases,CD,0
Siha,2017-07-01,Malaria,Vector borne infection,CD,36
Siha,2017-07-01,Marasmic Kwashiorkor,Malnutrition,NCD,0
Siha,2017-07-01,Marasmus,Malnutrition,NCD,0
Siha,2017-07-01,Measles,Other Communicable Diseases,CD,0
Siha,2017-07-01,Meningitis,Neurological Disorders,Both,NA
Siha,2017-07-01,Mild/Moderate Anemia,Cardiovascular Disease,NCD,310
Siha,2017-07-01,Moderate Malnutrition,Malnutrition,NCD,76
Siha,2017-07-01,Neoplasms/Cancer,Cancer,NCD,16
Siha,2017-07-01,Neuroses,Neurological Disorders,NCD,26
Siha,2017-07-01,"Nutritional Disorders, Other",Malnutrition,NCD,36
Siha,2017-07-01,Other Cardiovascular Diseases,Cardiovascular Disease,NCD,60
Siha,2017-07-01,Peptic Ulcers,Other Non-Communicable Diseases,NCD,348
Siha,2017-07-01,"Pneumonia, Severe",Respiratory Infection,CD,272
Siha,2017-07-01,Poisoning,Other Non-Communicable Diseases,NCD,22
Siha,2017-07-01,Psychoses,Neurological Disorders,NCD,14
Siha,2017-07-01,Rabies,Other Communicable Diseases,CD,NA
Siha,2017-07-01,Relapsing Fever (Louse Borne Typhus),Other vector borne diseases,CD,NA
Siha,2017-07-01,Road Traffic Accidents,Trauma and Injuries,NCD,70
Siha,2017-07-01,Schistosomiasis,Neglected Tropical Disease (NTD),CD,18
Siha,2017-07-01,Skin Infection - Fungal,Skin infection,CD,312
Siha,2017-07-01,Snake and Insect Bites,Other Non-Communicable Diseases,NCD,8
Siha,2017-07-01,Substance Abuse,Other Non-Communicable Diseases,NCD,4
Siha,2017-07-01,Trypanosomiasis,Other vector borne diseases,CD,NA
Siha,2017-07-01,Tuberculosis,Respiratory Infection,CD,16
Siha,2017-07-01,Typhoid,Other Communicable Diseases/Gastrointestinal infections,CD,0
Siha,2017-07-01,Upper Respiratory Infections,Respiratory Infection,CD,4024
Siha,2017-07-01,Urinary Tract Infections,Other Communicable Diseases,CD,2060
Siha,2017-07-01,Viral Haemorrhagic Fevers,Other vector borne diseases,CD,NA
Siha,2017-07-01,Yellow Fever,Other vector borne diseases,CD,NA
Siha,2017-08-01,Acute Flaccid Paralysis,Neurological Disorders,Both,0
Siha,2017-08-01,Bronchial Asthma,Respiratory Disease,NCD,100
Siha,2017-08-01,Caries,Other Non-Communicable Diseases,NCD,7
Siha,2017-08-01,Cholera,Diarrheal disease/Gastrointesntinal infections,CD,NA
Siha,2017-08-01,Diabetes Mellitus,Diabetes Mellitus,NCD,146
Siha,2017-08-01,Diarrhea With No Dehydration,Diarrheal disease/Gastrointesntinal infections,Both,388
Siha,2017-08-01,Diarrhea With Severe Dehydration,Diarrheal disease/Gastrointesntinal infections,CD,0
Siha,2017-08-01,Dysentery,Diarrheal disease/Gastrointesntinal infections,CD,0
Siha,2017-08-01,Epilepsy,Neurological Disorders,NCD,154
Siha,2017-08-01,Fractures,Trauma and Injuries,NCD,12
Siha,2017-08-01,Gynecological Diseases,Gynecological Diseases,NCD,138
Siha,2017-08-01,Hypertension,Cardiovascular Disease,NCD,414
Siha,2017-08-01,Infectious Eye Disease,Other Communicable Diseases,CD,132
Siha,2017-08-01,Influenza,Respiratory Infection,CD,NA
Siha,2017-08-01,Intestinal Worms,Other Communicable Diseases/Gastrointestinal infections,CD,588
Siha,2017-08-01,Kwashiorkor,Malnutrition,NCD,2
Siha,2017-08-01,Leprosy,Other Communicable Diseases,CD,0
Siha,2017-08-01,Malaria,Vector borne infection,CD,58
Siha,2017-08-01,Marasmic Kwashiorkor,Malnutrition,NCD,0
Siha,2017-08-01,Marasmus,Malnutrition,NCD,2
Siha,2017-08-01,Measles,Other Communicable Diseases,CD,0
Siha,2017-08-01,Meningitis,Neurological Disorders,Both,NA
Siha,2017-08-01,Mild/Moderate Anemia,Cardiovascular Disease,NCD,36
Siha,2017-08-01,Moderate Malnutrition,Malnutrition,NCD,12
Siha,2017-08-01,Neoplasms/Cancer,Cancer,NCD,0
Siha,2017-08-01,Neuroses,Neurological Disorders,NCD,2
Siha,2017-08-01,"Nutritional Disorders, Other",Malnutrition,NCD,0
Siha,2017-08-01,Other Cardiovascular Diseases,Cardiovascular Disease,NCD,4
Siha,2017-08-01,Peptic Ulcers,Other Non-Communicable Diseases,NCD,236
Siha,2017-08-01,"Pneumonia, Severe",Respiratory Infection,CD,176
Siha,2017-08-01,Poisoning,Other Non-Communicable Diseases,NCD,32
Siha,2017-08-01,Psychoses,Neurological Disorders,NCD,4
Siha,2017-08-01,Rabies,Other Communicable Diseases,CD,NA
Siha,2017-08-01,Relapsing Fever (Louse Borne Typhus),Other vector borne diseases,CD,NA
Siha,2017-08-01,Road Traffic Accidents,Trauma and Injuries,NCD,50
Siha,2017-08-01,Schistosomiasis,Neglected Tropical Disease (NTD),CD,0
Siha,2017-08-01,Skin Infection - Fungal,Skin infection,CD,186
Siha,2017-08-01,Snake and Insect Bites,Other Non-Communicable Diseases,NCD,6
Siha,2017-08-01,Substance Abuse,Other Non-Communicable Diseases,NCD,16
Siha,2017-08-01,Trypanosomiasis,Other vector borne diseases,CD,NA
Siha,2017-08-01,Tuberculosis,Respiratory Infection,CD,0
Siha,2017-08-01,Typhoid,Other Communicable Diseases/Gastrointestinal infections,CD,0
Siha,2017-08-01,Upper Respiratory Infections,Respiratory Infection,CD,3470
Siha,2017-08-01,Urinary Tract Infections,Other Communicable Diseases,CD,1654
Siha,2017-08-01,Viral Haemorrhagic Fevers,Other vector borne diseases,CD,NA
Siha,2017-08-01,Yellow Fever,Other vector borne diseases,CD,NA
Siha,2017-09-01,Acute Flaccid Paralysis,Neurological Disorders,Both,0
Siha,2017-09-01,Bronchial Asthma,Respiratory Disease,NCD,212
Siha,2017-09-01,Caries,Other Non-Communicable Diseases,NCD,104
Siha,2017-09-01,Cholera,Diarrheal disease/Gastrointesntinal infections,CD,NA
Siha,2017-09-01,Diabetes Mellitus,Diabetes Mellitus,NCD,284
Siha,2017-09-01,Diarrhea With No Dehydration,Diarrheal disease/Gastrointesntinal infections,Both,506
Siha,2017-09-01,Diarrhea With Severe Dehydration,Diarrheal disease/Gastrointesntinal infections,CD,40
Siha,2017-09-01,Dysentery,Diarrheal disease/Gastrointesntinal infections,CD,16
Siha,2017-09-01,Epilepsy,Neurological Disorders,NCD,88
Siha,2017-09-01,Fractures,Trauma and Injuries,NCD,194
Siha,2017-09-01,Gynecological Diseases,Gynecological Diseases,NCD,86
Siha,2017-09-01,Hypertension,Cardiovascular Disease,NCD,630
Siha,2017-09-01,Infectious Eye Disease,Other Communicable Diseases,CD,183
Siha,2017-09-01,Influenza,Respiratory Infection,CD,NA
Siha,2017-09-01,Intestinal Worms,Other Communicable Diseases/Gastrointestinal infections,CD,936
Siha,2017-09-01,Kwashiorkor,Malnutrition,NCD,0
Siha,2017-09-01,Leprosy,Other Communicable Diseases,CD,0
Siha,2017-09-01,Malaria,Vector borne infection,CD,28
Siha,2017-09-01,Marasmic Kwashiorkor,Malnutrition,NCD,0
Siha,2017-09-01,Marasmus,Malnutrition,NCD,0
Siha,2017-09-01,Measles,Other Communicable Diseases,CD,0
Siha,2017-09-01,Meningitis,Neurological Disorders,Both,NA
Siha,2017-09-01,Mild/Moderate Anemia,Cardiovascular Disease,NCD,236
Siha,2017-09-01,Moderate Malnutrition,Malnutrition,NCD,132
Siha,2017-09-01,Neoplasms/Cancer,Cancer,NCD,14
Siha,2017-09-01,Neuroses,Neurological Disorders,NCD,20
Siha,2017-09-01,"Nutritional Disorders, Other",Malnutrition,NCD,54
Siha,2017-09-01,Other Cardiovascular Diseases,Cardiovascular Disease,NCD,34
Siha,2017-09-01,Peptic Ulcers,Other Non-Communicable Diseases,NCD,402
Siha,2017-09-01,"Pneumonia, Severe",Respiratory Infection,CD,266
Siha,2017-09-01,Poisoning,Other Non-Communicable Diseases,NCD,2
Siha,2017-09-01,Psychoses,Neurological Disorders,NCD,8
Siha,2017-09-01,Rabies,Other Communicable Diseases,CD,NA
Siha,2017-09-01,Relapsing Fever (Louse Borne Typhus),Other vector borne diseases,CD,NA
Siha,2017-09-01,Road Traffic Accidents,Trauma and Injuries,NCD,96
Siha,2017-09-01,Schistosomiasis,Neglected Tropical Disease (NTD),CD,0
Siha,2017-09-01,Skin Infection - Fungal,Skin infection,CD,226
Siha,2017-09-01,Snake and Insect Bites,Other Non-Communicable Diseases,NCD,12
Siha,2017-09-01,Substance Abuse,Other Non-Communicable Diseases,NCD,10
Siha,2017-09-01,Trypanosomiasis,Other vector borne diseases,CD,NA
Siha,2017-09-01,Tuberculosis,Respiratory Infection,CD,26
Siha,2017-09-01,Typhoid,Other Communicable Diseases/Gastrointestinal infections,CD,18
Siha,2017-09-01,Upper Respiratory Infections,Respiratory Infection,CD,4750
Siha,2017-09-01,Urinary Tract Infections,Other Communicable Diseases,CD,1954
Siha,2017-09-01,Viral Haemorrhagic Fevers,Other vector borne diseases,CD,NA
Siha,2017-09-01,Yellow Fever,Other vector borne diseases,CD,NA
Siha,2017-10-01,Acute Flaccid Paralysis,Neurological Disorders,Both,0
Siha,2017-10-01,Bronchial Asthma,Respiratory Disease,NCD,142
Siha,2017-10-01,Caries,Other Non-Communicable Diseases,NCD,74
Siha,2017-10-01,Cholera,Diarrheal disease/Gastrointesntinal infections,CD,NA
Siha,2017-10-01,Diabetes Mellitus,Diabetes Mellitus,NCD,132
Siha,2017-10-01,Diarrhea With No Dehydration,Diarrheal disease/Gastrointesntinal infections,Both,478
Siha,2017-10-01,Diarrhea With Severe Dehydration,Diarrheal disease/Gastrointesntinal infections,CD,42
Siha,2017-10-01,Dysentery,Diarrheal disease/Gastrointesntinal infections,CD,64
Siha,2017-10-01,Epilepsy,Neurological Disorders,NCD,106
Siha,2017-10-01,Fractures,Trauma and Injuries,NCD,154
Siha,2017-10-01,Gynecological Diseases,Gynecological Diseases,NCD,78
Siha,2017-10-01,Hypertension,Cardiovascular Disease,NCD,302
Siha,2017-10-01,Infectious Eye Disease,Other Communicable Diseases,CD,94
Siha,2017-10-01,Influenza,Respiratory Infection,CD,NA
Siha,2017-10-01,Intestinal Worms,Other Communicable Diseases/Gastrointestinal infections,CD,330
Siha,2017-10-01,Kwashiorkor,Malnutrition,NCD,0
Siha,2017-10-01,Leprosy,Other Communicable Diseases,CD,0
Siha,2017-10-01,Malaria,Vector borne infection,CD,18
Siha,2017-10-01,Marasmic Kwashiorkor,Malnutrition,NCD,0
Siha,2017-10-01,Marasmus,Malnutrition,NCD,2
Siha,2017-10-01,Measles,Other Communicable Diseases,CD,0
Siha,2017-10-01,Meningitis,Neurological Disorders,Both,NA
Siha,2017-10-01,Mild/Moderate Anemia,Cardiovascular Disease,NCD,130
Siha,2017-10-01,Moderate Malnutrition,Malnutrition,NCD,90
Siha,2017-10-01,Neoplasms/Cancer,Cancer,NCD,24
Siha,2017-10-01,Neuroses,Neurological Disorders,NCD,14
Siha,2017-10-01,"Nutritional Disorders, Other",Malnutrition,NCD,82
Siha,2017-10-01,Other Cardiovascular Diseases,Cardiovascular Disease,NCD,56
Siha,2017-10-01,Peptic Ulcers,Other Non-Communicable Diseases,NCD,202
Siha,2017-10-01,"Pneumonia, Severe",Respiratory Infection,CD,322
Siha,2017-10-01,Poisoning,Other Non-Communicable Diseases,NCD,28
Siha,2017-10-01,Psychoses,Neurological Disorders,NCD,18
Siha,2017-10-01,Rabies,Other Communicable Diseases,CD,NA
Siha,2017-10-01,Relapsing Fever (Louse Borne Typhus),Other vector borne diseases,CD,NA
Siha,2017-10-01,Road Traffic Accidents,Trauma and Injuries,NCD,90
Siha,2017-10-01,Schistosomiasis,Neglected Tropical Disease (NTD),CD,0
Siha,2017-10-01,Skin Infection - Fungal,Skin infection,CD,166
Siha,2017-10-01,Snake and Insect Bites,Other Non-Communicable Diseases,NCD,6
Siha,2017-10-01,Substance Abuse,Other Non-Communicable Diseases,NCD,0
Siha,2017-10-01,Trypanosomiasis,Other vector borne diseases,CD,NA
Siha,2017-10-01,Tuberculosis,Respiratory Infection,CD,38
Siha,2017-10-01,Typhoid,Other Communicable Diseases/Gastrointestinal infections,CD,50
Siha,2017-10-01,Upper Respiratory Infections,Respiratory Infection,CD,2904
Siha,2017-10-01,Urinary Tract Infections,Other Communicable Diseases,CD,884
Siha,2017-10-01,Viral Haemorrhagic Fevers,Other vector borne diseases,CD,NA
Siha,2017-10-01,Yellow Fever,Other vector borne diseases,CD,NA
Siha,2017-11-01,Acute Flaccid Paralysis,Neurological Disorders,Both,0
Siha,2017-11-01,Bronchial Asthma,Respiratory Disease,NCD,154
Siha,2017-11-01,Caries,Other Non-Communicable Diseases,NCD,62
Siha,2017-11-01,Cholera,Diarrheal disease/Gastrointesntinal infections,CD,NA
Siha,2017-11-01,Diabetes Mellitus,Diabetes Mellitus,NCD,378
Siha,2017-11-01,Diarrhea With No Dehydration,Diarrheal disease/Gastrointesntinal infections,Both,180
Siha,2017-11-01,Diarrhea With Severe Dehydration,Diarrheal disease/Gastrointesntinal infections,CD,22
Siha,2017-11-01,Dysentery,Diarrheal disease/Gastrointesntinal infections,CD,22
Siha,2017-11-01,Epilepsy,Neurological Disorders,NCD,70
Siha,2017-11-01,Fractures,Trauma and Injuries,NCD,122
Siha,2017-11-01,Gynecological Diseases,Gynecological Diseases,NCD,76
Siha,2017-11-01,Hypertension,Cardiovascular Disease,NCD,584
Siha,2017-11-01,Infectious Eye Disease,Other Communicable Diseases,CD,64
Siha,2017-11-01,Influenza,Respiratory Infection,CD,NA
Siha,2017-11-01,Intestinal Worms,Other Communicable Diseases/Gastrointestinal infections,CD,268
Siha,2017-11-01,Kwashiorkor,Malnutrition,NCD,0
Siha,2017-11-01,Leprosy,Other Communicable Diseases,CD,0
Siha,2017-11-01,Malaria,Vector borne infection,CD,18
Siha,2017-11-01,Marasmic Kwashiorkor,Malnutrition,NCD,2
Siha,2017-11-01,Marasmus,Malnutrition,NCD,2
Siha,2017-11-01,Measles,Other Communicable Diseases,CD,0
Siha,2017-11-01,Meningitis,Neurological Disorders,Both,NA
Siha,2017-11-01,Mild/Moderate Anemia,Cardiovascular Disease,NCD,150
Siha,2017-11-01,Moderate Malnutrition,Malnutrition,NCD,46
Siha,2017-11-01,Neoplasms/Cancer,Cancer,NCD,14
Siha,2017-11-01,Neuroses,Neurological Disorders,NCD,6
Siha,2017-11-01,"Nutritional Disorders, Other",Malnutrition,NCD,62
Siha,2017-11-01,Other Cardiovascular Diseases,Cardiovascular Disease,NCD,26
Siha,2017-11-01,Peptic Ulcers,Other Non-Communicable Diseases,NCD,216
Siha,2017-11-01,"Pneumonia, Severe",Respiratory Infection,CD,72
Siha,2017-11-01,Poisoning,Other Non-Communicable Diseases,NCD,26
Siha,2017-11-01,Psychoses,Neurological Disorders,NCD,10
Siha,2017-11-01,Rabies,Other Communicable Diseases,CD,NA
Siha,2017-11-01,Relapsing Fever (Louse Borne Typhus),Other vector borne diseases,CD,NA
Siha,2017-11-01,Road Traffic Accidents,Trauma and Injuries,NCD,52
Siha,2017-11-01,Schistosomiasis,Neglected Tropical Disease (NTD),CD,0
Siha,2017-11-01,Skin Infection - Fungal,Skin infection,CD,116
Siha,2017-11-01,Snake and Insect Bites,Other Non-Communicable Diseases,NCD,12
Siha,2017-11-01,Substance Abuse,Other Non-Communicable Diseases,NCD,4
Siha,2017-11-01,Trypanosomiasis,Other vector borne diseases,CD,NA
Siha,2017-11-01,Tuberculosis,Respiratory Infection,CD,18
Siha,2017-11-01,Typhoid,Other Communicable Diseases/Gastrointestinal infections,CD,0
Siha,2017-11-01,Upper Respiratory Infections,Respiratory Infection,CD,892
Siha,2017-11-01,Urinary Tract Infections,Other Communicable Diseases,CD,1146
Siha,2017-11-01,Viral Haemorrhagic Fevers,Other vector borne diseases,CD,NA
Siha,2017-11-01,Yellow Fever,Other vector borne diseases,CD,NA
Siha,2017-12-01,Acute Flaccid Paralysis,Neurological Disorders,Both,0
Siha,2017-12-01,Bronchial Asthma,Respiratory Disease,NCD,248
Siha,2017-12-01,Caries,Other Non-Communicable Diseases,NCD,56
Siha,2017-12-01,Cholera,Diarrheal disease/Gastrointesntinal infections,CD,NA
Siha,2017-12-01,Diabetes Mellitus,Diabetes Mellitus,NCD,268
Siha,2017-12-01,Diarrhea With No Dehydration,Diarrheal disease/Gastrointesntinal infections,Both,446
Siha,2017-12-01,Diarrhea With Severe Dehydration,Diarrheal disease/Gastrointesntinal infections,CD,42
Siha,2017-12-01,Dysentery,Diarrheal disease/Gastrointesntinal infections,CD,20
Siha,2017-12-01,Epilepsy,Neurological Disorders,NCD,148
Siha,2017-12-01,Fractures,Trauma and Injuries,NCD,158
Siha,2017-12-01,Gynecological Diseases,Gynecological Diseases,NCD,142
Siha,2017-12-01,Hypertension,Cardiovascular Disease,NCD,544
Siha,2017-12-01,Infectious Eye Disease,Other Communicable Diseases,CD,206
Siha,2017-12-01,Influenza,Respiratory Infection,CD,NA
Siha,2017-12-01,Intestinal Worms,Other Communicable Diseases/Gastrointestinal infections,CD,1042
Siha,2017-12-01,Kwashiorkor,Malnutrition,NCD,0
Siha,2017-12-01,Leprosy,Other Communicable Diseases,CD,4
Siha,2017-12-01,Malaria,Vector borne infection,CD,34
Siha,2017-12-01,Marasmic Kwashiorkor,Malnutrition,NCD,0
Siha,2017-12-01,Marasmus,Malnutrition,NCD,0
Siha,2017-12-01,Measles,Other Communicable Diseases,CD,0
Siha,2017-12-01,Meningitis,Neurological Disorders,Both,NA
Siha,2017-12-01,Mild/Moderate Anemia,Cardiovascular Disease,NCD,170
Siha,2017-12-01,Moderate Malnutrition,Malnutrition,NCD,34
Siha,2017-12-01,Neoplasms/Cancer,Cancer,NCD,10
Siha,2017-12-01,Neuroses,Neurological Disorders,NCD,8
Siha,2017-12-01,"Nutritional Disorders, Other",Malnutrition,NCD,50
Siha,2017-12-01,Other Cardiovascular Diseases,Cardiovascular Disease,NCD,44
Siha,2017-12-01,Peptic Ulcers,Other Non-Communicable Diseases,NCD,322
Siha,2017-12-01,"Pneumonia, Severe",Respiratory Infection,CD,294
Siha,2017-12-01,Poisoning,Other Non-Communicable Diseases,NCD,40
Siha,2017-12-01,Psychoses,Neurological Disorders,NCD,18
Siha,2017-12-01,Rabies,Other Communicable Diseases,CD,NA
Siha,2017-12-01,Relapsing Fever (Louse Borne Typhus),Other vector borne diseases,CD,NA
Siha,2017-12-01,Road Traffic Accidents,Trauma and Injuries,NCD,138
Siha,2017-12-01,Schistosomiasis,Neglected Tropical Disease (NTD),CD,0
Siha,2017-12-01,Skin Infection - Fungal,Skin infection,CD,278
Siha,2017-12-01,Snake and Insect Bites,Other Non-Communicable Diseases,NCD,10
Siha,2017-12-01,Substance Abuse,Other Non-Communicable Diseases,NCD,4
Siha,2017-12-01,Trypanosomiasis,Other vector borne diseases,CD,NA
Siha,2017-12-01,Tuberculosis,Respiratory Infection,CD,36
Siha,2017-12-01,Typhoid,Other Communicable Diseases/Gastrointestinal infections,CD,66
Siha,2017-12-01,Upper Respiratory Infections,Respiratory Infection,CD,3554
Siha,2017-12-01,Urinary Tract Infections,Other Communicable Diseases,CD,1644
Siha,2017-12-01,Viral Haemorrhagic Fevers,Other vector borne diseases,CD,NA
Siha,2017-12-01,Yellow Fever,Other vector borne diseases,CD,NA
Siha,2018-01-01,Acute Flaccid Paralysis,Neurological Disorders,Both,0
Siha,2018-01-01,Bronchial Asthma,Respiratory Disease,NCD,264
Siha,2018-01-01,Caries,Other Non-Communicable Diseases,NCD,46
Siha,2018-01-01,Cholera,Diarrheal disease/Gastrointesntinal infections,CD,NA
Siha,2018-01-01,Diabetes Mellitus,Diabetes Mellitus,NCD,276
Siha,2018-01-01,Diarrhea With No Dehydration,Diarrheal disease/Gastrointesntinal infections,Both,456
Siha,2018-01-01,Diarrhea With Severe Dehydration,Diarrheal disease/Gastrointesntinal infections,CD,4
Siha,2018-01-01,Dysentery,Diarrheal disease/Gastrointesntinal infections,CD,8
Siha,2018-01-01,Epilepsy,Neurological Disorders,NCD,105
Siha,2018-01-01,Fractures,Trauma and Injuries,NCD,138
Siha,2018-01-01,Gynecological Diseases,Gynecological Diseases,NCD,190
Siha,2018-01-01,Hypertension,Cardiovascular Disease,NCD,666
Siha,2018-01-01,Infectious Eye Disease,Other Communicable Diseases,CD,304
Siha,2018-01-01,Influenza,Respiratory Infection,CD,NA
Siha,2018-01-01,Intestinal Worms,Other Communicable Diseases/Gastrointestinal infections,CD,956
Siha,2018-01-01,Kwashiorkor,Malnutrition,NCD,60
Siha,2018-01-01,Leprosy,Other Communicable Diseases,CD,0
Siha,2018-01-01,Malaria,Vector borne infection,CD,44
Siha,2018-01-01,Marasmic Kwashiorkor,Malnutrition,NCD,0
Siha,2018-01-01,Marasmus,Malnutrition,NCD,2
Siha,2018-01-01,Measles,Other Communicable Diseases,CD,0
Siha,2018-01-01,Meningitis,Neurological Disorders,Both,NA
Siha,2018-01-01,Mild/Moderate Anemia,Cardiovascular Disease,NCD,164
Siha,2018-01-01,Moderate Malnutrition,Malnutrition,NCD,54
Siha,2018-01-01,Neoplasms/Cancer,Cancer,NCD,6
Siha,2018-01-01,Neuroses,Neurological Disorders,NCD,10
Siha,2018-01-01,"Nutritional Disorders, Other",Malnutrition,NCD,14
Siha,2018-01-01,Other Cardiovascular Diseases,Cardiovascular Disease,NCD,94
Siha,2018-01-01,Peptic Ulcers,Other Non-Communicable Diseases,NCD,402
Siha,2018-01-01,"Pneumonia, Severe",Respiratory Infection,CD,330
Siha,2018-01-01,Poisoning,Other Non-Communicable Diseases,NCD,10
Siha,2018-01-01,Psychoses,Neurological Disorders,NCD,32
Siha,2018-01-01,Rabies,Other Communicable Diseases,CD,NA
Siha,2018-01-01,Relapsing Fever (Louse Borne Typhus),Other vector borne diseases,CD,NA
Siha,2018-01-01,Road Traffic Accidents,Trauma and Injuries,NCD,82
Siha,2018-01-01,Schistosomiasis,Neglected Tropical Disease (NTD),CD,0
Siha,2018-01-01,Skin Infection - Fungal,Skin infection,CD,294
Siha,2018-01-01,Snake and Insect Bites,Other Non-Communicable Diseases,NCD,14
Siha,2018-01-01,Substance Abuse,Other Non-Communicable Diseases,NCD,2
Siha,2018-01-01,Trypanosomiasis,Other vector borne diseases,CD,NA
